,Player,Weekly Salary
1170,Cengiz Ünder,40279.0
1164,Alberto Paloschi,40279.0
1165,Alessandro Matri,40279.0
1167,Andrea Consigli,40279.0
1179,Thomas Strakosha,40279.0
1178,Silvio Proto,40279.0
1177,Rodrigo Bentancur,40279.0
1176,Mario Pasalic,40279.0
1175,Josip Ilicic,40279.0
1174,Gervinho,40279.0
1173,Federico Santander,40279.0
2072,Yann Karamoh,40235.0
1180,Rômulo,40235.0
1673,Kevin-Prince Boateng,40235.0
1674,Pablo Fornals,39974.0
350,Ryan Fraser,39580.0
351,Rúben Vinagre,39580.0
352,Simon Francis,39580.0
342,Isaac Success,39580.0
353,Solly March,39580.0
354,Will Hughes,39580.0
355,Willy Caballero,39580.0
347,Lee Grant,39580.0
346,José Holebas,39580.0
345,Jonathan Walters,39580.0
344,Johann Berg Gudmundsson,39580.0
343,Joe Bryan,39580.0
333,Ben Foster,39580.0
341,Glenn Murray,39580.0
340,DeAndre Yedlin,39580.0
339,Danny Williams,39580.0
348,Maarten Stekelenburg,39580.0
338,Dale Stephens,39580.0
337,Christian Kabasele,39580.0
336,Christian Atsu,39580.0
335,Bruno,39580.0
334,Bobby Reid,39580.0
332,Andreas Pereira,39580.0
331,Alex Smithies,39580.0
329,Adama Diakhaby,39580.0
330,Alex Pritchard,39580.0
349,Pape Souaré,39580.0
1675,John Guidetti,39561.0
2073,Alphonse Areola,39452.0
1676,Okay Yokuslu,39278.0
646,André Hahn,39148.0
647,Emiliano Insúa,39148.0
648,Josip Brekalo,39148.0
2074,Lucas Tousart,39148.0
2080,Xeka,39017.0
2075,Adama Soumaoro,39017.0
2076,Jérémy Pied,39017.0
2078,Neven Subotic,39017.0
2079,Tanguy Ndombélé,39017.0
2077,Mike Maignan,39017.0
356,Bruno Ecuele Manga,38920.0
1677,Maximiliano Gómez,38822.0
2081,Nicolas Pépé,38800.0
1181,Juraj Kucka,38713.0
1678,Diego Reyes,38387.0
2082,William Vainqueur,38387.0
1183,Omar Colley,38256.0
1182,Grégoire Defrel,38256.0
649,Michael Lang,38213.0
1679,Emre Mor,38017.0
1681,Martin Braithwaite,37799.0
1680,Jordi Amat,37799.0
650,Reiss Nelson,37799.0
1682,Giannelli Imbula,37473.0
1683,Dani García,37343.0
1684,Sidnei,37212.0
651,Filip Kostic,36973.0
360,Jonas Lössl,36941.0
361,Junior Hoilett,36941.0
357,Adam Masina,36941.0
358,Ivan Cavaleiro,36941.0
359,Joe Gomez,36941.0
362,Marco van Ginkel,36941.0
363,Stephen Ward,36941.0
2083,Kenny Tete,36408.0
1193,Wallace,36255.0
1191,Riccardo Saponara,36255.0
1192,Rodrigo Palacio,36255.0
1190,Ragnar Klavan,36255.0
1189,Lorenzo De Silvestri,36255.0
1187,Jacopo Sala,36255.0
1186,Diego Falcinelli,36255.0
1185,Antonio Mirante,36255.0
1184,Adam Ounas,36255.0
1188,Jordan Veretout,36255.0
364,Tim Ream,35622.0
1685,Diego Llorente,35603.0
1686,Sergio Canales,35342.0
2084,Max Gradel,35103.0
652,Bobby Wood,34798.0
653,Thorgan Hazard,34798.0
2085,Jean-Eudes Aholou,34776.0
1687,Aritz Aduriz,34668.0
2086,Jordan Ferri,34668.0
1194,Edimilson Fernandes,34233.0
1196,Lukasz Skorupski,34233.0
1195,Godfred Donsah,34233.0
1688,Pablo Insua,33928.0
2087,Lucas Ocampos,33819.0
1689,Yeray Álvarez,33754.0
1690,Pione Sisto,33645.0
1691,Santiago Cáseres,33515.0
1692,Alfonso Pedraza,33363.0
368,Christopher Schindler,32983.0
369,Diogo Dalot,32983.0
370,Dominic Solanke,32983.0
380,Maxime Le Marchand,32983.0
372,Josh Murphy,32983.0
373,José Salomón Rondón,32983.0
374,Julián Speroni,32983.0
375,Karl Darlow,32983.0
388,Tom Davies,32983.0
366,Bernardo,32983.0
376,Kenedy,32983.0
377,Lys Mousset,32983.0
378,Martin Kelly,32983.0
379,Matthew Lowton,32983.0
387,Sean Morrison,32983.0
384,Rob Elliot,32983.0
383,Philippe Sandler,32983.0
382,Phil Bardsley,32983.0
367,Charlie Taylor,32983.0
371,Elias Kachunga,32983.0
365,Beram Kayal,32983.0
385,Rob Holding,32983.0
389,Yves Bissouma,32983.0
386,Robert Green,32983.0
381,Miguel Britos,32983.0
1693,Néstor Araujo,32971.0
1694,Beñat Etxebarria,32776.0
654,Amine Harit,32623.0
677,Yvon Mvogo,32623.0
676,Theodor Gebre Selassie,32623.0
675,Sébastien Haller,32623.0
674,Suat Serdar,32623.0
673,Ron-Robert Zieler,32623.0
672,René Adler,32623.0
671,Renato Steffen,32623.0
655,Andreas Beck,32623.0
669,Paulinho,32623.0
667,Pablo Maffeo,32623.0
666,Oscar Wendt,32623.0
665,Nico Elvedi,32623.0
664,Marcelo Saracchi,32623.0
670,Renato Sanches,32623.0
668,Paul Verhaegh,32623.0
663,Marcel Tisserand,32623.0
657,Dennis Aogo,32623.0
658,Genki Haraguchi,32623.0
659,Ishak Belfodil,32623.0
660,Jonathan de Guzmán,32623.0
661,Jérôme Roussillon,32623.0
662,Koen Casteels,32623.0
656,Aron Jóhannsson,32623.0
2088,Jordan Amavi,32515.0
679,Alexandru Maxim,32515.0
678,Achraf Hakimi,32515.0
680,Christian Pulisic,32515.0
688,Matthias Ostrzolek,32515.0
687,Matheus Cunha,32515.0
681,Davie Selke,32515.0
682,Dominik Kohr,32515.0
684,Kai Havertz,32515.0
683,Jonas Hofmann,32515.0
685,Lukas Klostermann,32515.0
689,Michaël Cuisance,32515.0
686,Marvin Plattenhardt,32515.0
690,Nadiem Amiri,32515.0
691,Oliver Sorg,32515.0
692,Tin Jedvaj,32515.0
2089,Loïs Diony,32471.0
1695,Andrés Guardado,32341.0
390,Joe Ralls,32324.0
1696,Javi García,32232.0
1198,Alberto Grassi,32210.0
1197,Adam Marusic,32210.0
1199,Andrea Poli,32210.0
1204,Jordan Lukaku,32210.0
1203,Jakub Jankto,32210.0
1206,Patric,32210.0
1207,Rafael Tolói,32210.0
1202,Giancarlo González,32210.0
1208,Valon Behrami,32210.0
1201,Dusan Basta,32210.0
1200,Danilo Larangeira,32210.0
1205,Kévin Malcuit,32210.0
1209,Sebastien De Maio,32188.0
1697,Nemanja Radoja,32123.0
1698,Mathias Jensen,31775.0
391,Aron Gunnarsson,31664.0
694,Markus Suttner,31492.0
1699,Portu,31492.0
693,Marko Grujic,31492.0
1700,Gustavo Cabral,31297.0
2090,Maxime López,31275.0
2092,Diego Carlos,31210.0
2093,Nicolas de Préville,31210.0
2091,Benoît Costil,31210.0
1701,Joris Gnagnon,31079.0
1702,Pau López,30992.0
1703,Jaume Costa,30818.0
2094,Erik Pieters,30666.0
1704,Guilherme Arana,30492.0
2095,Andrea Raggi,30448.0
695,David Abraham,30448.0
1705,Sergi Enrich,30448.0
1706,Dimitrios Siovas,30427.0
397,Marc Navarro,30345.0
396,Kevin Long,30345.0
395,Florent Hadergjonaj,30345.0
394,Eldin Jakupovic,30345.0
393,Craig Cathcart,30345.0
392,Ademola Lookman,30345.0
2097,Jérémy Morel,30340.0
2096,Houssem Aouar,30340.0
2098,Wahbi Khazri,30253.0
1211,Ibrahima Mbaye,30209.0
1212,Ronaldo Vieira,30209.0
1210,Gianluca Caprari,30209.0
2099,Valentin Eysseric,30166.0
1213,Valter Birsa,29905.0
400,Jonathan Hogg,29685.0
399,Callum Paterson,29685.0
398,Brendan Galloway,29685.0
1709,Roberto Rosales,29404.0
1708,Keko,29404.0
1707,Jony,29404.0
1710,Víctor Sánchez,29296.0
403,Romain Saïss,29025.0
402,Kevin McDonald,29025.0
401,Isaac Hayden,29025.0
1711,Raúl Navas,28774.0
2100,Ismaïla Sarr,28600.0
1712,Enes Ünal,28578.0
2101,Danilo Barbosa da Silva,28578.0
404,Juan Foyth,28492.0
1713,Mikel Balenziaga,28317.0
1714,Daniel Carriço,28274.0
696,Nico Schulz,28274.0
2103,Kalifa Coulibaly,28274.0
2102,Anthony Limbombe,28274.0
1227,Luiz Felipe,28187.0
1220,Etrit Berisha,28187.0
1225,Khouma Babacar,28187.0
1224,Filip Djuricic,28187.0
1223,Filip Djordjevic,28187.0
1222,Federico Peluso,28187.0
1221,Federico Marchetti,28187.0
1218,Danilo Cataldi,28187.0
1219,Emanuele Giaccherini,28187.0
1228,Manuel Locatelli,28187.0
1217,Bruno Alves,28187.0
1216,Andrea Favilli,28187.0
1215,Amadou Diawara,28187.0
1214,Alfred Duncan,28187.0
1226,Lucas Castro,28187.0
1229,Marten de Roon,28187.0
1230,Mirko Valdifiori,28187.0
1231,Nenad Tomović,28187.0
1232,Nicolò Barella,28187.0
1233,Nicolò Zaniolo,28187.0
1234,Simone Missiroli,28187.0
1235,Simone Padoin,28187.0
1236,Álex Berenguer,28187.0
1715,Sebastián Cristóforo,28187.0
1716,Javi Fuego,28165.0
1717,Rúben Vezo,28165.0
1237,Alessandro Murgia,28165.0
2104,Andreas Cornelius,28165.0
2105,Ferland Mendy,28165.0
1238,Cyril Théréau,28056.0
1718,Takashi Inui,28013.0
2106,Yaya Sanogo,27708.0
405,Bakary Sako,27706.0
406,Daniel Amartey,27706.0
2107,Johan Larsson,27621.0
1719,Rubén Blanco,27273.0
1720,Ibai Gómez,27099.0
1721,Andrés Fernández,26990.0
1722,Hernán Pérez,26860.0
1723,Sergi Gómez,26795.0
1239,Nicola Sansone,26751.0
1724,Cristiano Piccini,26664.0
1725,Pedro León,26642.0
407,Gaëtan Bong,26640.0
1726,Fabián Orellana,26599.0
1727,Unai Simón,26512.0
1728,Recio,26447.0
408,Leandro Bacuna,26412.0
414,Dominic Calvert-Lewin,26387.0
409,Chris Löwe,26387.0
410,Cyrus Christie,26387.0
415,Jan Bednarek,26387.0
412,Danny Ward,26387.0
413,David Brooks,26387.0
411,Danny Ward,26387.0
423,Tom Smith,26387.0
422,Tim Fosu-Mensah,26387.0
421,Ryan Bennett,26387.0
420,Paulo Gazzaniga,26387.0
419,Oleksandr Zinchenko,26387.0
418,Marcus Rashford,26387.0
417,Kyle Walker-Peters,26387.0
416,Kiko Femenía,26387.0
1729,Sabin Merino,26294.0
1730,Sergi Samper,26186.0
1240,Nicola Murru,26186.0
1241,Édgar Barreto,26186.0
1731,Nemanja Maksimovic,26099.0
704,Martin Hinteregger,26099.0
703,Karim Rekik,26099.0
702,Joshua Brenet,26099.0
701,Jonathan Schmid,26099.0
700,Ja-cheol Koo,26099.0
699,Gelson Fernandes,26099.0
698,Benjamin Pavard,26099.0
697,Anthony Ujah,26099.0
2108,François Kamano,26077.0
2109,Hiroki Sakai,26033.0
706,Niklas Stark,26012.0
2115,Rony Lopes,26012.0
1732,José Luis Morales,26012.0
2112,Lucas Evangelista,26012.0
710,Valentino Lazaro,26012.0
709,Timo Baumgartl,26012.0
708,Philipp Max,26012.0
707,Per Ciljan Skjelbred,26012.0
1733,Nikola Vukcevic,26012.0
705,Kasim Adams,26012.0
2111,Ciprian Tatarusanu,26012.0
2110,Allan Saint-Maximin,26012.0
2113,Léo Dubois,26012.0
2114,Nicolas Pallois,26012.0
1734,Roberto,26012.0
2116,Wylan Cyprien,26012.0
1735,Paulo Oliveira,25816.0
425,Neil Etheridge,25727.0
424,Joe Bennett,25727.0
1736,Unai Núñez,25642.0
1737,Ander Capa,25577.0
1738,Facundo Roncaglia,25533.0
1739,Gonzalo Escalante,25511.0
1740,Xabier Etxeita,25468.0
2117,Christopher Nkunku,25316.0
1242,Marvin Zeegelaar,25229.0
1741,Ryad Boudebouz,25207.0
1743,Kenneth Omeruo,25185.0
1742,Dimitri Foulquier,25185.0
711,Reece Oxford,25185.0
1744,Jaime Mata,25098.0
426,Greg Cunningham,25067.0
427,Lee Peltier,25067.0
428,Matthew Connolly,25067.0
2118,Diego Benaglio,24989.0
2119,Martin Terrier,24968.0
1745,Michael Santos,24881.0
1746,Marcos Llorente,24859.0
1243,Emiliano Viviano,24685.0
1747,Gaël Kakuta,24663.0
429,Nathaniel Mendez-Laing,24408.0
1748,Antonio Barragán,24337.0
1750,Mario Hermoso,24315.0
1749,Iñigo Córdoba,24315.0
1250,Federico Di Francesco,24163.0
1251,Filip Bradaric,24163.0
1256,Jonathan Biabiany,24163.0
1257,João Pedro,24163.0
1751,Ezequiel Muñoz,24163.0
1258,Koffi Djidji,24163.0
1259,Luca Antonelli,24163.0
1260,Luca Ceppitelli,24163.0
1261,Luca Cigarini,24163.0
1262,Luca Rossettini,24163.0
1263,Marco Sportiello,24163.0
1264,Marlon,24163.0
1265,Matías Silvestre,24163.0
1266,Mehdi Bourabia,24163.0
1267,Nikola Milenkovic,24163.0
1268,Oscar Hiljemark,24163.0
1269,Perparim Hetemaj,24163.0
1248,Cristiano Biraghi,24163.0
1255,Jasmin Kurtic,24163.0
1254,Gian Marco Ferrari,24163.0
1253,Francesco Magnanelli,24163.0
1252,Francesco Caputo,24163.0
1249,Ervin Zukanovic,24163.0
1270,Riccardo Orsolini,24163.0
1247,Artur Ionita,24163.0
1245,Alessio Cragno,24163.0
1244,Alban Lafont,24163.0
1246,Andrei Radu,24163.0
1271,Ivan Radovanovic,24141.0
1272,Marco Sau,24141.0
1752,Héctor Moreno,24054.0
1753,Marc Muniesa,24032.0
430,Leon Balogun,23875.0
1754,Rubén Pérez,23858.0
2121,Sanjin Prcic,23837.0
2120,Marçal,23837.0
1755,Rubén Rochina,23837.0
1273,Luca Siligardi,23771.0
431,Josh Sims,23748.0
432,Adalberto Peñaranda,23697.0
1756,Diego Rolan,23641.0
1757,Gaku Shibasaki,23597.0
1758,Óscar Trejo,23576.0
1759,Javi Eraso,23554.0
1760,Sergio Álvarez,23511.0
1761,Sergio Álvarez Díaz,23511.0
2124,Loïc Perrin,23402.0
2122,Baptiste Reynet,23402.0
2125,Mathieu Debuchy,23402.0
2123,Gaëtan Laborde,23402.0
2126,Stéphane Ruffier,23402.0
1274,Marco Andreolli,23380.0
2127,Robert Beric,23141.0
433,Abdelhamid Sabiri,23088.0
712,Almamy Touré,23076.0
1275,Miguel Veloso,23054.0
1762,Iñigo Lekue,22967.0
1763,Raúl de Tomás,22945.0
1764,Carles Planas,22836.0
716,Makoto Hasebe,22619.0
717,Sascha Riether,22619.0
715,Julian Korb,22619.0
714,Edgar Prib,22619.0
2128,Björn Engels,22619.0
713,Benjamin Hübner,22619.0
1765,Borja García,22597.0
434,Juninho Bacuna,22429.0
1766,Rubén Sobrino,22314.0
1279,Federico Mattiello,22162.0
1281,Moise Kean,22162.0
1282,Riccardo Meggiorini,22162.0
1278,Fabio Ceravolo,22162.0
1276,Emil Audero,22162.0
1283,Stefano Sorrentino,22162.0
1280,Ladislav Krejci,22162.0
1277,Emmanuel Badu,22162.0
2129,Romain Hamouma,22097.0
1284,Stefano Okaka,22075.0
2130,Pietro Pellegri,22053.0
1767,Alexander Szymanowski,21901.0
2131,Nolan Roux,21858.0
2132,Nemanja Radonjic,21836.0
435,Kenneth Zohore,21769.0
719,Danny Latza,21749.0
723,Frederik Rönnow,21749.0
718,Chadrac Akolo,21749.0
729,Marc Oliver Kempf,21749.0
724,Guido Burgstaller,21749.0
725,Ihlas Bebou,21749.0
727,Joel Pohjanpalo,21749.0
720,Erik Thommy,21749.0
728,Kevin Möhwald,21749.0
726,Jeffrey Gouweleeuw,21749.0
722,Florian Grillitsch,21749.0
721,Felipe Trevizan Martins,21749.0
2133,Abdul Rahman Baba,21749.0
730,Philipp Bargfrede,21749.0
731,Sergio Gómez,21749.0
2134,Naïm Sliti,21705.0
739,Stefan Bell,21684.0
740,Tobias Strobl,21684.0
734,Ibrahima Konaté,21684.0
1768,Mikel San José,21684.0
2135,Pape Cheikh,21684.0
1769,Raphael Dwamena,21684.0
735,Jean-Philippe Mateta,21684.0
738,Ondrej Duda,21684.0
737,Nicólas González,21684.0
736,Michael Gregoritsch,21684.0
732,Arne Maier,21684.0
733,Ermin Bicakcic,21684.0
741,Thomas Kraft,21662.0
1770,Borja Mayoral,21662.0
1771,Kike,21662.0
1772,Kenan Kodro,21640.0
1773,Fernando Pacheco,21597.0
1774,Facundo Ferreyra,21510.0
1775,Mikel Vesga,21510.0
1776,Alex Remiro,21444.0
1777,Jonathan Calleri,21379.0
1778,Juan Camilo Hernández,21336.0
436,Víctor Camarasa,21262.0
1779,Pape Diop,21140.0
438,David Button,21109.0
439,Jason Steele,21109.0
437,Dan Burn,21109.0
1780,Jaume Doménech,21096.0
1781,Aïssa Mandi,21075.0
2136,Edgar Ié,21031.0
2139,Otávio,21031.0
1782,José Manuel Arnáiz,21031.0
2138,Luiz Araújo,21031.0
2137,François Moubandje,21031.0
1783,Alejandro Gálvez,21009.0
1784,Iván Ramis,20922.0
2140,Kévin Monnet-Paquet,20922.0
1785,Joseba Zaldua,20879.0
2143,Jimmy Briand,20814.0
2144,Jimmy Durmaz,20814.0
2145,Valentin Rongier,20814.0
2146,Yohann Pelé,20814.0
2147,Younousse Sankharé,20814.0
2142,Jakob Johansson,20814.0
742,Fin Bartels,20814.0
2141,Benjamin André,20814.0
1786,Pere Pons,20748.0
440,Peter Crouch,20729.0
2148,Jonathan Bamba,20487.0
1285,Antonio Sanabria,20444.0
1787,Zouhair Feddal,20379.0
1788,Álvaro García,20379.0
1789,Moses Simon,20357.0
1790,Franco Di Santo,20313.0
2149,Zeki Celik,20270.0
1791,Jozabed Sánchez,20183.0
1286,Afriyie Acquah,20139.0
1287,Alberto Cerri,20139.0
1288,Andrea Masiello,20139.0
1289,Antonino La Gumina,20139.0
1290,Bryan Dabo,20139.0
1315,Vincent Laurini,20139.0
1316,Ádám Nagy,20139.0
1291,Camillo Ciano,20139.0
1292,Charalampos Lykogiannis,20139.0
1312,Remo Freuler,20139.0
1293,Cristian Molinaro,20139.0
1314,Stefano Sensi,20139.0
1296,Daniele Padelli,20139.0
1295,Daniel Fuzato,20139.0
1294,Daniel Ciofani,20139.0
1313,Seko Fofana,20139.0
1305,Karol Linetty,20139.0
1304,Ignacio Pussetto,20139.0
1311,Raman Chibsah,20139.0
1303,Goran Pandev,20139.0
1302,Gianluca Pegolo,20139.0
1301,Francesco Bardi,20139.0
1300,Filip Helander,20139.0
1299,Federico Dionisi,20139.0
1298,Federico Ceccherini,20139.0
1297,Edoardo Goldaniga,20139.0
1306,Lorenzo Ariaudo,20139.0
1307,Luigi Sepe,20139.0
1308,Ola Aina,20139.0
1309,Orestis Karnezis,20139.0
1310,Rafael Cabral,20139.0
1319,Vasco Regini,20118.0
1317,Ezequiel Schelotto,20118.0
1318,Fabrizio Cacciatore,20118.0
1792,Aritz Elustondo,20074.0
1793,Burgui,19944.0
1794,Ángel Rodríguez,19835.0
1795,David Soria,19813.0
441,Aaron Wan-Bissaka,19790.0
448,Ken Sema,19790.0
442,Adrian Mariappa,19790.0
443,Arijanet Muric,19790.0
444,Conor Coady,19790.0
450,Stuart O'Keefe,19790.0
446,Jon Gorenc-Stankovic,19790.0
445,Emerson Hyndman,19790.0
449,Philip Billing,19790.0
447,Jonjoe Kenny,19790.0
2150,Hyun-jun Suk,19770.0
1320,Diego Farias,19683.0
743,Aarón Martín,19574.0
2153,Paul Baysse,19509.0
1796,Coke,19509.0
1798,Vitorino Antunes,19509.0
1799,Yoel Rodríguez,19509.0
2151,Christophe Jallet,19509.0
2152,Jaroslav Plasil,19509.0
1797,Juanpi Añor,19509.0
745,Mathew Leckie,19509.0
744,Lucas Torró,19509.0
2154,Benjamin Bourigeaud,19248.0
1800,Juanpe,19226.0
746,Atinc Nukan,19182.0
2155,Claudio Beauvue,19182.0
2156,Arbër Zeneli,19074.0
2157,Alexandre Mendy,19030.0
1801,Unai López,19030.0
1802,Álvaro González,19008.0
1804,Samu Sáiz,18900.0
1803,Carles Aleñà,18900.0
747,Takuma Asano,18900.0
2158,Nicolas Benezet,18878.0
1805,Federico Valverde,18835.0
1806,José Ángel,18813.0
1807,Duje Cop,18661.0
1808,Bebé,18639.0
1809,Álex Granell,18639.0
1810,Youssef En-Nesyri,18595.0
451,Sol Bamba,18471.0
2159,Souleymane Camara,18378.0
1811,Iván Cuéllar,18291.0
1812,Mauro Arambarri,18291.0
2160,Didier Ndong,18269.0
1813,Mario Suárez,18247.0
2161,Benjamin Lecomte,18204.0
2164,Ronny Rodelin,18204.0
2162,Faitout Maouassa,18204.0
2163,Jordan Siebatcheu,18204.0
2165,Rene Krhin,18160.0
1325,Júnior Tavares,18117.0
1814,David Juncà,18117.0
1327,Mitchell Dijks,18117.0
1326,Kevin Lasagna,18117.0
1324,José Luis Palomino,18117.0
1323,Davide Biraschi,18117.0
1322,Bostjan Cesar,18117.0
1321,Bartosz Bereszynski,18117.0
1329,Nicola Rigoni,18117.0
1330,Rodrigo de Paul,18117.0
1328,Nehuén Paz,18117.0
748,Dawid Kownacki,18095.0
1815,Edinaldo Gomes Pereira,18052.0
1816,Jon Bautista,17986.0
2166,Majeed Waris,17986.0
1817,Dídac Vilà,17965.0
1818,Lei Wu,17921.0
2167,Chang-hun Kwon,17834.0
1819,Bernardo Espinosa,17834.0
1820,Álex Gallar,17769.0
452,Neeskens Kebano,17760.0
1821,Rubén Peña,17747.0
1822,Jorge Miramón,17725.0
1823,Mubarak Wakaso,17660.0
2168,Lamine Koné,17638.0
2169,Rui Fonte,17638.0
2170,Timothée Kolodziejczak,17638.0
1331,Lucas Piazón,17617.0
1824,Daniel Raba,17617.0
1825,José Pozo,17595.0
2171,Adrien Hunou,17573.0
1826,Joan Jordán,17551.0
1827,Ximo Navarro,17551.0
2172,Andy Delort,17551.0
2173,Papy Djilobodji,17464.0
2174,Romain Amalfitano,17443.0
1828,Anthony Lozano,17443.0
749,Daniel Brosinski,17399.0
751,Waldemar Anton,17399.0
750,Dennis Geiger,17399.0
2175,Paul Lasne,17377.0
1829,Emiliano Velázquez,17356.0
752,Dominique Heintz,17334.0
756,Moussa Niakhaté,17334.0
1830,David Zurutuza,17334.0
1831,Mouctar Diakhaby,17334.0
753,Dong-won Ji,17334.0
754,Lukas Klünter,17334.0
755,Marvin Stefaniak,17334.0
757,Nils Petersen,17334.0
1832,Johan Mojica,17290.0
2177,Serhou Guirassy,17290.0
2176,Baptiste Santamaría,17290.0
453,Jazz Richards,17151.0
758,Ivo Ilicevic,17073.0
1833,Charles,16986.0
784,Peter Pekarik,16964.0
796,Weston McKennie,16964.0
789,Simon Falette,16964.0
791,Takashi Usami,16964.0
792,Taleb Tawatha,16964.0
793,Thanos Petsos,16964.0
794,Timothy Chandler,16964.0
795,Virgil Misidjan,16964.0
765,Fabian Giefer,16964.0
787,Robin Quaison,16964.0
764,Danny da Costa,16964.0
768,Goncalo Paciencia,16964.0
763,Christian Günter,16964.0
762,Branimir Hrgota,16964.0
761,Anastasios Donis,16964.0
1834,Uche Agbo,16964.0
788,Sebastian Langkamp,16964.0
786,Robin Koch,16964.0
783,Pavao Pervan,16964.0
776,Marco Terrazzino,16964.0
782,Pascal Köpke,16964.0
781,Niko Bungert,16964.0
780,Milos Veljkovic,16964.0
779,Mijat Gacinovic,16964.0
778,Miiko Albornoz,16964.0
777,Marius Müller,16964.0
775,Marco Russ,16964.0
785,Ramazan Özcan,16964.0
774,Levin Öztunali,16964.0
773,Konstantinos Stafylidis,16964.0
772,Jean-Paul Boëtius,16964.0
771,Iver Fossum,16964.0
770,Isaac Kiese Thelin,16964.0
769,Hamza Mendyl,16964.0
790,Steven Zuber,16964.0
767,Giulio Donati,16964.0
760,Amadou Haidara,16964.0
766,Florian Niederlechner,16964.0
759,Alexander Esswein,16964.0
1835,Pablo Hervías,16942.0
2178,Damien Da Silva,16899.0
2180,Pedro Mendes,16899.0
2179,Mexer,16899.0
1836,Abdoulaye Ba,16855.0
2181,Myziane Maolida,16790.0
1837,Djené,16725.0
2182,Ludovic Baal,16703.0
2183,Carlos Vinícius,16681.0
1838,Andrii Lunin,16660.0
2184,Juan Ferney Otero,16660.0
1839,Iago Herrerín,16594.0
2185,Hamari Traoré,16529.0
797,Dodi Lukebakio,16507.0
454,Ibrahima Cissé,16492.0
1840,Martin Aguirregabiria,16464.0
1332,Marcello Trotta,16420.0
1841,Rubén Duarte,16312.0
1842,Nacho Martínez,16290.0
2186,Pablo Chavarría,16268.0
1844,Nabil El Zhar,16246.0
1843,Cheick Doukouré,16246.0
1845,Ignasi Miquel,16225.0
1346,Jeremie Boga,16116.0
1340,Fabio Pisacane,16116.0
1348,Lukasz Teodorczyk,16116.0
1347,Juan Musso,16116.0
1349,Manuel Lazzari,16116.0
1341,Federico Barba,16116.0
1344,Francesco Vicari,16116.0
1343,Filippo Romagna,16116.0
1357,Rade Krunic,16116.0
1358,Sasa Lukic,16116.0
1359,Sebastiano Luperto,16116.0
1360,Timothy Castagne,16116.0
1350,Mariusz Stepinski,16116.0
1345,Jacopo Dezi,16116.0
1339,Erick Pulgar,16116.0
1338,Emiliano Moretti,16116.0
1337,David Hancko,16116.0
1351,Mattias Svanberg,16116.0
1352,Mauricio Lemos,16116.0
1353,Mirco Antenucci,16116.0
1354,Paolo Faragò,16116.0
1355,Pasquale Schiattarella,16116.0
1356,Pierluigi Gollini,16116.0
1342,Felipe Dal Bello,16116.0
2188,Ramy Bensebaini,16116.0
2187,Jonas Martin,16116.0
1333,Alessandro Bastoni,16116.0
1334,Alex Ferrari,16116.0
1335,Bartosz Salamon,16116.0
1336,Darko Lazovic,16116.0
2189,Facundo Píriz,16094.0
1363,Luca Pellegrini,16094.0
1364,Simone Edera,16094.0
1361,Gabriel Brazão,16094.0
1362,Giuseppe Pezzella,16094.0
1846,Patrick Twumasi,16094.0
455,Karlan Grant,16086.0
1847,Tomás Pina,16007.0
2191,Jonathan Ikoné,15985.0
2190,Corentin Jean,15985.0
1848,Esteban Granero,15964.0
1849,Pablo de Blasis,15964.0
1850,Marc Roca,15942.0
1851,Mikel Rico,15920.0
1852,Míchel,15920.0
1853,Amath Ndiaye,15877.0
2192,Kévin N'Doram,15877.0
2193,Firmin Mubele,15833.0
457,Ben Woodburn,15832.0
460,Phil Foden,15832.0
456,Ben Hamer,15832.0
458,Jamal Blackman,15832.0
459,Kadeem Harris,15832.0
1854,Allan Nyom,15746.0
1855,Patrick Roberts,15746.0
2194,Sheyi Ojo,15746.0
1856,Pedro Alcalá,15724.0
2195,Tomas Hubocan,15724.0
2196,Mateo Pavlovic,15659.0
1365,Roger Ibañez,15659.0
1857,Marko Dmitrovic,15659.0
2197,Flavien Tait,15637.0
2205,Romain Danzé,15616.0
2203,Matz Sels,15616.0
2204,Pablo,15616.0
2202,Mathieu Dossevi,15616.0
2198,Daniel Congré,15616.0
2200,John Bostock,15616.0
2199,Idriss Saadi,15616.0
2201,Lionel Carole,15616.0
1858,Júnior Firpo,15572.0
1859,Seydou Doumbia,15550.0
1860,Bruno González,15485.0
1861,Gonzalo Melero,15463.0
1862,Luis Advíncula,15442.0
1863,Adrián Marín,15420.0
2207,Hilton,15420.0
2206,Christopher Jullien,15420.0
461,Chris Mepham,15401.0
1864,Gorka Iraizoz,15398.0
1865,Kevin Vázquez,15355.0
2208,Gabriel Silva,15268.0
2209,Stefan Mitrovic,15268.0
798,Borna Sosa,15224.0
802,Pascal Stenzel,15224.0
801,Julian Schieber,15224.0
800,Josip Elez,15224.0
799,Christian Mathenia,15224.0
1866,Loren Morón,15181.0
1867,Roger Martí,15181.0
1868,Víctor Laguardia,15181.0
803,Gaëtan Bussmann,15181.0
804,Marvin Ducksch,15181.0
805,Mike Frantz,15181.0
2210,Adrien Tamèze,15159.0
1869,Aday,15137.0
1870,Damián Musto,15115.0
806,Michael Esser,15094.0
2211,Tomas Koubek,15050.0
1871,Fran Beltrán,15050.0
1872,Luismi,15007.0
1873,Antonio Luna,14985.0
1874,Brahim Díaz,14985.0
1875,Brais Méndez,14963.0
